label;prediction;url
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/novinky/bezpecnost/smejdi-uz-radi-nejen-na-bazosi-poslu-k-vam-domu-kuryra-aby-predal-penize-slibuji/index.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/novinky/androidove-telefony-znovu-v-ohrozeni-utocnici-mohou-jednoduse-ovladat-vas-mobil-na-dalku/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/dobra-vec-hned-dvojnasob-113611.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2006/chip-09-2006/knihy-1-6/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/ona/reknete-si-o-svuj-zapomenuty-poklad48f7.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/imagination-gpu-powervr-prodany-cinanum-procesory-mips-nechteji-kvuli-trumpovi/index.html
1;0;vojta/aktualne.cz/l~b:vs:6f717d9ae0a3f2869c1ab03b4f7/zpravy.aktualne.cz/retail-summit-2020-jak-se-neztratit-v-dzungli-noveho-maloobc/r_90b2ed9011c811ea88f50cc47ab5f122/index.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2008/chip-10-2008/inkoustove-novinky/index.html
0;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/nvidia-vylepsene-max-q-dynamic-boost-advanced-optimus-geforce-gtx-1650-ti-rtx-2070-super-rtx-2080-super-pro-notebooky/index.html
0;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/dedeni-potreba-zmeny-zakona-112980.html/index.html
0;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/web-soukromi-sledovani-apple-mozilla-tema/index.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2007/chip-09-2007/expresni-test-bezplatne-antiviry/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/future-of-export-summit-sestrih-i-czechtrade-petrof-a-skandinavie48f7.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/mobil/s-huawei-matebook-x-pro-se-kreativite-meze-nekladou48f7.html
1;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/uloz-to-nabizi-ockovanym-uzivatelum-kredit-na-stahovani/index.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/xxix-konference-karlovarske-pravnicke-dny-114462b83a.html
0;1;vojta/investicniweb.cz/autor/komercni-sdeleni/www.investicniweb.cz/ceske-aukce-umeni-top-10-prvniho-pololeti-roku-2022-podle-narustu-z-vyvolavacich-cen.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/nejvyhodnejsi-smartphony-do-10000-kc.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2009/chip-11-2009/deset-faktu-procesory/index.html
1;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/teamviewer-navod.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/wellness-spa-hotel-villa-regenhart-112288.html/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/hradec/uspechy-zdobi-firmu-mz-liberec-z-rudniku48f7.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/adolf-loos-apartment-and-gallery-110664.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/rocnik-2013/chip-09-2013/skandaly-s-priponou-gate/index.html
0;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/10-otazek-pro-jana-kramperu-109849.html
0;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/kriminalita-mladistvych-99870.html
0;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2006/chip-03-2006/chip-top10-1-3/index.html
1;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/ashampoo-music-studio-9.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/je-pro-sro-zavazne-pravni-jednani-ucinene-jednatelem-v-rozporu-se-stanovenym-zpusobem-zastupovani-sro-112874.html/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/objevte-umeni-dokonaleho-upletu-113440.html/index.html
0;1;vojta/https:/www.lidovky.cz/pr/sdeleni-komercni/www.idnes.cz/zpravy/zahranicni/valka-na-ukrajine-rusko-spinava-bomba-sojgu-lecornu.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/konsepti-inside-of-life-uz-25-let-111224.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/praha/mixano-varene-smesi-vraci-do-jidelnicku-nasich-psu-prirozenost48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/technet/vitesco-technologies-nasadila-system-condition-monitoring-od-siemens48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/cestovani/dubaj-je-zimnim-jadranem-cechu-laka-na-levne-letenky-i-dovolene1fd3.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/ekonomika/pristupem-k-zivotu-me-pacienti-uci-neco-noveho-kazdy-den-rika-sestra48f7.html
1;1;vojta/investicniweb.cz/autor/komercni-sdeleni/www.investicniweb.cz/spolecnost-gevorkyan-upisuje-akcie-na-trhu-start-prazske-burzy-investory-laka-unikatnim-know-how.html
0;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/zaloba-na-neplatnost-usneseni-valne-hromady-110384.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/cestovani/nove-modely-jizdnich-kol-a-elektrokol-leader-fox-s-komponenty-s-ride48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/budejovice/festival-krumlov-zacina-jiz-tento-vikend.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/olomouc/pivovar-zubr-opet-vyhral-v-soutezi-zlaty-pohar-pivex-pivo-202248f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/sport/pokud-chcete-vitezit-musite-do-toho-dat-vsechno.html
1;1;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/autorizovana-konverze-manazerske-vystupy-a-dalsi-nastroje-pro-lepsi-efektivitu-evolio-odhaluje-novinky-114432.html/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/technet/siemens-predstavi-reseni-pro-flexibilni-odolnou-a-uspornou-vyrobu48f7.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/01-2022/plne-verze/perfect-pdf-10-premium/index.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/ryzen-5-5600-otestovan-nastupce-bestselleru-amd-je-v-mnohem-vyhodnejsi-nez-core-i5-12400f/20/index.html
0;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/recenze-nejvyhodnejsiho-procesoru-do-nizkorozpoctovych-pocitacu-na-hry-intel-core-i3-10105f/13/index.html
0;0;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/msi-mag-z690-tomahawk-wifi-pameti-ddr5-a-robustni-napajeni-za-jeste-rozumne-penize-test/4/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/komercni_sdeleni/index3cf6.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/liberec/obchodni-akademie-v-liberci-vyslala-do-zahranici-studenty-i-vyucujici.html
0;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/hp-xerox-akvizice-33-miliard-dolaru-spekulace.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/vzdelani-je-klicovym-pilirem-kyberneticke-a-informacni-bezpecnosti-109704.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/technet/technologii-proti-suchu-pomoci-muze-5g-i-chytra-sprcha48f7.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/08-2021/obsah-chip-dvd-08-2021/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/hobby/barva-ktera-zvysi-tepelnou-pohodu-a-snizi-naklady-na-vytapeni48f7.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/nejkrasnejsi-vanocni-darek-je-ten-z-kuze48f7.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2008/chip-03-2008/format-24p/index.html
1;0;vojta/https:/www.epravo.cz/top/aktualne/komercni_sdeleni/www.epravo.cz/top/aktualne/pres-250-advokatnich-kancelari-a-podpora-uzivatelum-do-5-minut-prectete-si-o-uspesich-evolia-v-rozhovoru-s-janem-tkacem-113908b83a.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/ekonomika/firmy-se-chrani-proti-kybernetickym-utokum-co-kdyz-se-ale-stane1fd3.html
1;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/rocnik-2018/chip-8-2018/tesla-pro-kazdeho/index.html
1;1;vojta/https:/www.cnews.cz/komercni-clanek/www.cnews.cz/asus-rog-maximus-z690-hero-draha-deska-pro-narocne-a-sporive-uzivatele-recenze/33/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/praha/developer-udi-group-cesku-jeste-dame-sanci-chystame-zde-akvizice.html
1;0;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2012/chip-06-2012/obsah-06-12/index.html
1;1;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/plzen/motorkari-pozor-novy-motorrad-centrum-invelt-otevrel-sve-brany48f7.html
0;1;vojta/https:/www.chip.cz/komercni-sdeleni/www.chip.cz/casopis-chip/earchiv/vydani/r-2006/chip-02-2006/chip-top-10-1-11/index.html
1;0;vojta/https:/sdeleni.idnes.cz/sdeleni.idnes.cz/zpravy/nez-zacnete-stavet-dum-pouzijte-konfigurator.html
1;1;vojta/https:/www.lidovky.cz/pr/sdeleni-komercni/www.lidovky.cz/pr/sdeleni-komercni/analytici-xtb-trzni-vyhled-pro-rok-2022.html
